"isco08","CH","UK","FR","DE","EU28","PT","IT","ES"
"OC1",9.04235846415574,10.9236894239561,7.23588347584462,4.55056193409196,5.95991879503346,6.53604843148046,3.74505575913114,4.07765825132558
"OC2",26.089109976958,25.1911256730672,17.6612335415467,17.6164093006099,19.1839356869541,18.1794166208035,14.5679273654086,17.8947827794628
"OC3",19.4370868057799,12.3739586508178,20.3360028313999,22.3118533996345,15.9677469108896,11.958172812328,17.5483620617429,11.0846843701586
